id,subject,body,text,category,category_id,accepted,reason
verify_code_1405,Secure access number: 286745,Security code: 383921. Enter on sign-in page. Expires in 20 minutes. Not you? Contact support: security@company.com.,Secure access number: 286745 Security code: 383921. Enter on sign-in page. Expires in 20 minutes. Not you? Contact support: security@company.com.,verify_code,5,true,"This email provides a one-time security code to complete a sign-in and includes an expiration time, which is characteristic of verification or authentication messages. Since its main purpose is account access confirmation, the verify_code category is correct."
forum_1690,Wiki Edit Approved: linux,Revised rules effective immediately. Key changes: citation requirements for news posts. Review: support.site/ticket/456.,Wiki Edit Approved: linux Revised rules effective immediately. Key changes: citation requirements for news posts. Review: support.site/ticket/456.,promotions,1,false,This is not a promotional message; it’s a community/forum-style notification about a wiki edit approval and updated posting rules. The correct classification is forum.
promotions_1037,Last chance: Warehouse clearance,"Hello valued member, enjoy Buy one get one free. Shop now: example.com/9201 Expires {date}.","Last chance: Warehouse clearance Hello valued member, enjoy Buy one get one free. Shop now: example.com/9201 Expires {date}.",spam,3,false,"This email is not spam because it is a legitimate marketing offer advertising a warehouse clearance sale with a buy-one-get-one-free promotion. The correct classification is promotions, since its primary purpose is to encourage the recipient to shop."
forum_2230,"New reply in ""Database Optimization""",{event} starts {time}. Prepare: forum.com/thread/123.,"New reply in ""Database Optimization"" {event} starts {time}. Prepare: forum.com/thread/123.",spam,3,false,"This is not spam; it’s an automated notification about a new reply in a discussion thread, with a link to the forum conversation. The correct classification is forum."
verify_code_1478,Microsoft verification: 748435,"Use 799237 as your verification code. Device: Samsung Galaxy S22. Location: Los Angeles, CA.","Microsoft verification: 748435 Use 799237 as your verification code. Device: Samsung Galaxy S22. Location: Los Angeles, CA.",verify_code,5,true,"This email provides a one-time verification code for signing in to a Microsoft account, along with device and location details for the login attempt. That matches the verify_code category."
promotions_1624,Early access: New arrivals start now,"As our loyal customer, get exclusive $60 off $75+: example.com/6964 Offer code: VIP25.","Early access: New arrivals start now As our loyal customer, get exclusive $60 off $75+: example.com/6964 Offer code: VIP25.",promotions,1,true,"This email is a marketing message offering an exclusive discount code and promoting new arrivals to encourage a purchase. That makes it a promotional email rather than a personal, transactional, or informational message."
verify_code_65,Crypto Asset Seizure Warrant Token,FBI crypto seizure authorization: CSEIZE-228. Confirm: cryptoforfeiture.gov Blockchain analysis report.,Crypto Asset Seizure Warrant Token FBI crypto seizure authorization: CSEIZE-228. Confirm: cryptoforfeiture.gov Blockchain analysis report.,promotions,1,false,"This is not a promotional message; it is requesting confirmation of a seizure authorization/token (“CSEIZE-228”), which functions as a verification code. The correct classification is verify_code."
social_media_1219,Live now: Webinar keynote,"""Beach vacation with family"" - view album: social.com/albums/vacation2018.","Live now: Webinar keynote ""Beach vacation with family"" - view album: social.com/albums/vacation2018.",social_media,2,true,"This email shares a personal photo album link and family vacation content, which is characteristic of social or personal-sharing messages. It is not transactional or promotional in nature, so social_media is the correct category."
social_media_1232,John Smith mentioned you in a comment,"23 friends checked in at ""Tech Hub"". See photos and menu: platform.com/locations/venue.","John Smith mentioned you in a comment 23 friends checked in at ""Tech Hub"". See photos and menu: platform.com/locations/venue.",social_media,2,true,"This email is a social notification because it references a mention/comment and friends’ activity (“23 friends checked in”), which are typical social platform updates. It is not transactional or promotional; its main purpose is to inform the user about social interactions and activity."
spam_971,Apple eGift card for loyal customers,See who messaged you on Google! View now: phishing-site.com Special offer: 75% off membership.,Apple eGift card for loyal customers See who messaged you on Google! View now: phishing-site.com Special offer: 75% off membership.,spam,3,true,"This email is spam because it uses misleading, unrelated promotional content (“Apple eGift card,” “Google,” and a “75% off membership” offer) to lure clicks. The message is generic, suspicious, and contains typical scam/spam tactics rather than a legitimate, coherent communication."
verify_code_1010,Temporary PIN: 901795,Enter 426706 to verify password reset. Session will auto-cancel after 2 invalid attempts.,Temporary PIN: 901795 Enter 426706 to verify password reset. Session will auto-cancel after 2 invalid attempts.,verify_code,5,true,"This email provides a one-time verification code needed to confirm a password reset request. Because its main purpose is identity verification using a temporary PIN/code, the verify_code category is correct."
promotions_971,12-hour sale: Extra 20% off clearance,Celebrate with 80% off entire purchase. Valid 24: example.com/2336 Code: WELCOME20.,12-hour sale: Extra 20% off clearance Celebrate with 80% off entire purchase. Valid 24: example.com/2336 Code: WELCOME20.,promotions,1,true,"This email is clearly promotional because it advertises a limited-time sale, highlights large discounts, and includes a promo code to encourage a purchase. The content is marketing-focused rather than transactional or informational."
spam_892,Crypto Opportunity: 400% ROI guaranteed,"Hi, following up about your PayPal application. Rates dropped to 2.1%! Apply now: phishing-site.com. STOP to opt out.","Crypto Opportunity: 400% ROI guaranteed Hi, following up about your PayPal application. Rates dropped to 2.1%! Apply now: phishing-site.com. STOP to opt out.",spam,3,true,The proposed category 'spam' is correct because the email content matches the expected patterns of a spam message.
verify_code_1150,Access code: 313699,Enter 321516 to verify password reset. Session will auto-cancel after 5 invalid attempts.,Access code: 313699 Enter 321516 to verify password reset. Session will auto-cancel after 5 invalid attempts.,promotions,1,false,This email is not promotional; it contains a one-time verification code for a password reset and mentions session security limits. The correct classification is verify_code.
verify_code_1630,Temporary PIN: 427543,Use this code: 286745 to complete sign-in. Expires in 15 minutes.,Temporary PIN: 427543 Use this code: 286745 to complete sign-in. Expires in 15 minutes.,verify_code,5,true,"This email contains a one-time code used to complete a sign-in and notes that it expires shortly, which is characteristic of a verification code message. Therefore, classifying it as verify_code is correct."
promotions_1377,72-hour sale: Extra 20% off clearance,"Hello valued member, enjoy Free shipping all week. Shop now: example.com/6355 Expires {date}.","72-hour sale: Extra 20% off clearance Hello valued member, enjoy Free shipping all week. Shop now: example.com/6355 Expires {date}.",promotions,1,true,"This email is a marketing message advertising a limited-time sale, discount, and free shipping to encourage purchases. Those promotional offers and shopping call-to-action clearly place it in the promotions category."
promotions_670,Anniversary Special: Buy one get one free,"As our loyal customer, get exclusive $30 off $150+: example.com/4028 Offer code: SAVE50.","Anniversary Special: Buy one get one free As our loyal customer, get exclusive $30 off $150+: example.com/4028 Offer code: SAVE50.",promotions,1,true,"This email is a marketing offer promoting a special anniversary sale with discounts and a promo code. Its purpose is to encourage a purchase, so classifying it as promotions is correct."
verify_code_566,Temporary security pass: 555748,Your access code is 313699 for password reset. Valid once only.,Temporary security pass: 555748 Your access code is 313699 for password reset. Valid once only.,updates,4,false,This email is not a general update; it provides a one-time access code for a password reset. The correct classification is verify_code because its primary purpose is identity verification/security authentication.
social_media_1541,News: David Kim started new position,"""College reunion photos"" - view album: platform.com/memories/beach.","News: David Kim started new position ""College reunion photos"" - view album: platform.com/memories/beach.",promotions,1,false,This email is not a promotion or marketing offer; it’s a social-network-style update about a person’s life event and shared photos. The correct classification is social_media.
social_media_1273,Nearby: Meetup today 6PM,View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,Nearby: Meetup today 6PM View profile: social.com/profile/john123 Accept/reject: social.com/friends/pending.,social_media,2,true,"This email is a social networking notification about a meetup and pending friend requests, with links to view a profile and accept or reject connections. Those are typical social media platform interactions, so the social_media category is correct."
social_media_592,Live now: Meetup keynote,View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,Live now: Meetup keynote View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,social_media,2,true,"This email is a social networking notification, mentioning a meetup keynote and linking to a user profile and pending friend requests. Those are typical social media platform activities, so the social_media category is correct."
spam_12,Free iPhone 15 Pro with survey!,Complete 2-min survey get latest iPhone. Limited stock: survey.reward.me/iphone Offer ends soon.,Free iPhone 15 Pro with survey! Complete 2-min survey get latest iPhone. Limited stock: survey.reward.me/iphone Offer ends soon.,spam,3,true,"This email is spam because it uses a too-good-to-be-true giveaway offer and urgent language to lure the recipient into clicking a suspicious link. The message is promotional, unsolicited, and resembles a common phishing/scam tactic rather than a legitimate survey invitation."
forum_170,[Moderation] Thread Moved: Cryptocurrency Discussion,"""BTC Price Prediction"" thread relocated to Speculation subforum: financeforum.com/forums/speculation/thread-5566. Reason: Primary topic better suited to alternative section. Automatic redirect active.","[Moderation] Thread Moved: Cryptocurrency Discussion ""BTC Price Prediction"" thread relocated to Speculation subforum: financeforum.com/forums/speculation/thread-5566. Reason: Primary topic better suited to alternative section. Automatic redirect active.",verify_code,5,false,"This is not a verification-code message because it contains no one-time code or login/authentication request. It is a forum notification about a moderation action moving a discussion thread, so the correct classification is forum."
social_media_2020,New follower: Sarah Johnson,"See which post: social.com/posts/photo123 Comments: ""Great insight!"" Disable notifications: platform.com/notifications.","New follower: Sarah Johnson See which post: social.com/posts/photo123 Comments: ""Great insight!"" Disable notifications: platform.com/notifications.",social_media,2,true,"This email is a social media notification informing the user about a new follower and engagement on a post. It is not transactional or personal correspondence, so classifying it as social_media is correct."
verify_code_219,KYC Verification: 334466,Complete identity check with 334466.,KYC Verification: 334466 Complete identity check with 334466.,spam,3,false,This email is not spam; it contains a one-time KYC identity verification code (“334466”) and instructs the recipient to use it to complete verification. The correct classification is verify_code.
updates_771,Reservation confirmed: Hotel Booking #QW567E,Yesterday's server maintenance fixed. All systems operational. Apologies for inconvenience.,Reservation confirmed: Hotel Booking #QW567E Yesterday's server maintenance fixed. All systems operational. Apologies for inconvenience.,social_media,2,false,This is not a social media message; it’s a transactional/status update informing the recipient that maintenance is complete and systems are operational. The correct classification is updates.
updates_1905,Service outage resolved,Confirm/cancel: banking.com/statements Address (same building).,Service outage resolved Confirm/cancel: banking.com/statements Address (same building).,verify_code,5,false,"This is not a verification-code email because it contains no one-time code or login/authentication request. It should be classified as updates, since it’s a service-status notification indicating the outage has been resolved."
spam_1298,Suspicious activity on Amazon account,Unusual login detected from Russia. Secure account: bit.ly/fakeprize NOW or account suspended.,Suspicious activity on Amazon account Unusual login detected from Russia. Secure account: bit.ly/fakeprize NOW or account suspended.,updates,4,false,"This should be classified as spam, not updates, because it uses urgent scare tactics about suspicious activity and suspension to push the recipient to click a shortened link. Legitimate account notifications typically direct users to the official site rather than a vague bit.ly URL."
forum_974,Forum digest: linux discussions,"Trending: ""programming"" (156 comments). View: forum.com/thread/123.","Forum digest: linux discussions Trending: ""programming"" (156 comments). View: forum.com/thread/123.",verify_code,5,false,"This email is a forum digest summarizing discussion activity and linking to a thread, not a message about verification codes or authentication. The correct classification is forum."
verify_code_858,Identity confirmation: 740596,PIN 647375 required for password reset on Twitter.,Identity confirmation: 740596 PIN 647375 required for password reset on Twitter.,verify_code,5,true,This email contains a one-time PIN specifically for confirming identity and resetting a Twitter password. That matches the verify_code category because its primary purpose is to provide a verification code for account access/security.
updates_86,Order Delayed: #ORD-8821,New estimated delivery: Aug 25. Compensation: $10 credit applied. Track: store.com/track/ORD8821.,Order Delayed: #ORD-8821 New estimated delivery: Aug 25. Compensation: $10 credit applied. Track: store.com/track/ORD8821.,updates,4,true,"This email provides a status update on an existing order by notifying the customer of a delivery delay, a new estimated arrival date, and a tracking link. It does not request action beyond informing the recipient, so classifying it as updates is correct."
social_media_1045,Nearby: Meetup today 9AM,"Mike: ""Check this out"" David: ""Weather looks great!"" Reply: platform.com/messages/group.","Nearby: Meetup today 9AM Mike: ""Check this out"" David: ""Weather looks great!"" Reply: platform.com/messages/group.",social_media,2,true,"This email is a casual group conversation about meeting up, with short chat-style messages and a link to reply in the thread. That fits social_media because it reflects personal social interaction rather than a transactional, promotional, or work-related message."
social_media_125,Post Analytics: 500+ Views,Your article on UX design. Insights: social.com/analytics/post772.,Post Analytics: 500+ Views Your article on UX design. Insights: social.com/analytics/post772.,social_media,2,true,"This email reports engagement metrics for a published article, which is a typical social/media platform notification. It is informational and tied to content performance rather than a personal, transactional, or promotional message."
spam_1228,Your invoice is available,"Dear Winner, Your email won $500 in our annual lottery! Click here: bit.ly/fakeprize. Claim before 24hrs expire. Unsubscribe: remove@spam.com","Your invoice is available Dear Winner, Your email won $500 in our annual lottery! Click here: bit.ly/fakeprize. Claim before 24hrs expire. Unsubscribe: remove@spam.com",spam,3,true,This email is spam because it makes an unsolicited prize claim (“won $500”) and uses urgency plus a shortened link to pressure the recipient into clicking. These are common phishing/spam tactics and are unrelated to any legitimate invoice despite the subject line.
spam_2138,Your Amazon subscription suspended,Your $1000 refund is processed. Claim: phishing-site.com Complete within 6hrshrs.,Your Amazon subscription suspended Your $1000 refund is processed. Claim: phishing-site.com Complete within 6hrshrs.,spam,3,true,The proposed category 'spam' is correct because the email content matches the expected patterns of a spam message.
verify_code_79,Space Radio Telescope Alignment Key,Deep space network antenna control: DSN-ALIGN-882. Uplink: deepspace.nasa.gov Orbital mechanics.,Space Radio Telescope Alignment Key Deep space network antenna control: DSN-ALIGN-882. Uplink: deepspace.nasa.gov Orbital mechanics.,spam,3,false,"This is not spam; it contains a specific one-time access/alignment code, “DSN-ALIGN-882,” which fits a verification or authentication message. The correct classification is verify_code."
verify_code_731,New device approval: 986632,"For password reset, enter: 692221. Do not share this number.","New device approval: 986632 For password reset, enter: 692221. Do not share this number.",verify_code,5,true,"The email contains a one-time numeric code specifically for password reset/device approval, which is used to verify the user’s identity. That matches the verify_code category."
social_media_2049,News: John Smith started new position,"""You were at Grand Canyon with Alex"" - view album: platform.com/memories/beach.","News: John Smith started new position ""You were at Grand Canyon with Alex"" - view album: platform.com/memories/beach.",social_media,2,true,"This email is a social update sharing a personal memory/album link and mentioning people the recipient knows, which is typical of social media notifications. It is not transactional or promotional, so social_media is the correct category."
updates_375,"Scheduled maintenance: Oct 5, 2-4AM PST",Thank you! $89.99 payment applied to account. Receipt: banking.com/statements.,"Scheduled maintenance: Oct 5, 2-4AM PST Thank you! $89.99 payment applied to account. Receipt: banking.com/statements.",forum,0,false,"This is not a forum message because it isn’t part of a discussion thread or community post. It should be classified as updates, since it provides account-related informational notices like a maintenance alert and payment receipt."
forum_1775,[r/gaming] Reply: Python error,"Trending: ""programming"" (258 comments). View: forum.com/thread/123.","[r/gaming] Reply: Python error Trending: ""programming"" (258 comments). View: forum.com/thread/123.",verify_code,5,false,"This email is a forum/community notification because it highlights a trending discussion thread with comment counts and a link to view the conversation. It should be classified as forum, not verify_code, since it contains no verification code or authentication purpose."
verify_code_669,Your verification code: 417380,"Use 416060 as your verification code. Device: Chrome on Windows. Location: Seattle, WA.","Your verification code: 417380 Use 416060 as your verification code. Device: Chrome on Windows. Location: Seattle, WA.",verify_code,5,true,This email provides a one-time verification code for account access and includes device and location details to confirm the login attempt. That matches the verify_code category.
forum_2162,User Spotlight: Member Spotlight,Revised rules effective immediately. Key changes: citation requirements for news posts. Review: forum.com/thread/123.,User Spotlight: Member Spotlight Revised rules effective immediately. Key changes: citation requirements for news posts. Review: forum.com/thread/123.,social_media,2,false,"This email is not social media because it announces updated posting rules and links to a discussion thread, which are typical features of an online forum community. The correct classification is forum."
spam_318,Re: Your Google inquiry,Invoice INV-7892 for $5000 ready. View: bit.ly/fakeprize Dispute within 24hrshrs.,Re: Your Google inquiry Invoice INV-7892 for $5000 ready. View: bit.ly/fakeprize Dispute within 24hrshrs.,updates,4,false,"This should be classified as spam, not updates, because it uses a suspicious shortened link, an unexpected invoice/payment claim, and urgent language (“Dispute within 24hrs”) commonly used in phishing or scam emails."
promotions_1504,Free gift With $50 purchase,Deal ends {time}! {items} at lowest prices. Shop now: example.com/4934 Use code: BIRTHDAY.,Free gift With $50 purchase Deal ends {time}! {items} at lowest prices. Shop now: example.com/4934 Use code: BIRTHDAY.,verify_code,5,false,"This email is a marketing promotion, not a verification message: it advertises a sale, includes a discount code, and urges the recipient to shop. The correct classification is promotions."
updates_1720,Service outage resolved,Our service will be unavailable during this window. Updates include bug fixes and new features.,Service outage resolved Our service will be unavailable during this window. Updates include bug fixes and new features.,verify_code,5,false,"The proposed category is incorrect because this email provides informational service status and product update details, not a verification code or authentication message. The correct classification is updates."
promotions_1554,FLASH SALE: 50% off tools,Your favorite items are back. Don't wait: example.com/2557 Use code FLASH60 for 40% off.,FLASH SALE: 50% off tools Your favorite items are back. Don't wait: example.com/2557 Use code FLASH60 for 40% off.,updates,4,false,"This email is promotional because it advertises a flash sale, discount code, and encourages a purchase. The correct classification is promotions, not updates."
updates_731,Data usage alert: 95% of monthly quota,2FA activated per your request. Learn: service.com/status.,Data usage alert: 95% of monthly quota 2FA activated per your request. Learn: service.com/status.,promotions,1,false,"This isn’t a promotion because it contains account-related notifications about data usage and a security setting change, not marketing or sales content. The correct classification is updates."
spam_1862,Refund confirmation #R-23948,Your package couldn't be delivered. Tracking# AB-123. Update now: phishing-site.com Do not ignore!,Refund confirmation #R-23948 Your package couldn't be delivered. Tracking# AB-123. Update now: phishing-site.com Do not ignore!,promotions,1,false,"This email is not a legitimate promotion; it uses a fake delivery/refund notice and urgent language to lure the recipient into clicking a link, which is a common phishing/spam tactic. The correct classification is spam."
spam_1736,Delivery Problem EF-789,"Immediate action required! Your subscription payment failed. Update payment: scam-delivery.com Or call ""support"": 555-0199.","Delivery Problem EF-789 Immediate action required! Your subscription payment failed. Update payment: scam-delivery.com Or call ""support"": 555-0199.",spam,3,true,This email is spam because it uses urgent language and a payment-failure scare tactic to push the recipient into clicking a link or calling a number. It appears unsolicited and resembles a phishing attempt rather than a legitimate delivery notice.
social_media_450,Birthday reminder: 8 friends this week,"See which article: social.com/posts/photo123 Comments: ""Thanks for sharing!"" Disable notifications: platform.com/notifications.","Birthday reminder: 8 friends this week See which article: social.com/posts/photo123 Comments: ""Thanks for sharing!"" Disable notifications: platform.com/notifications.",verify_code,5,false,"This email is not a verification code message because it contains no one-time code or login/authentication request. It is a social media notification, specifically a birthday reminder with post/comment activity and notification settings links."
social_media_2157,"23 new messages in ""Book Club"" chat","Sarah: ""Check this out"" David: ""Count me in!"" Reply: social.com/chats/hiking.","23 new messages in ""Book Club"" chat Sarah: ""Check this out"" David: ""Count me in!"" Reply: social.com/chats/hiking.",updates,4,false,"This email is a social_media notification because it alerts the user about new messages in a chat thread and includes participant activity. It should be classified as social_media, not updates, since it reflects social interaction rather than a general account or service update."
spam_1733,Missed delivery confirmation EF-789,See who messaged you on Microsoft! View now: phishing-site.com Special offer: 80% off membership.,Missed delivery confirmation EF-789 See who messaged you on Microsoft! View now: phishing-site.com Special offer: 80% off membership.,verify_code,5,false,"This is not a verification-code email because it contains no one-time code or login confirmation details. It is unsolicited promotional/clickbait content (“See who messaged you,” “80% off membership”), so the correct classification is spam."
promotions_1732,VIP Preview: New arrivals,"Hello valued member, enjoy Buy one get one free. Shop now: example.com/3736 Expires {date}.","VIP Preview: New arrivals Hello valued member, enjoy Buy one get one free. Shop now: example.com/3736 Expires {date}.",promotions,1,true,"This email is a marketing message promoting new arrivals and a buy-one-get-one-free offer, with a clear call to shop now. Its sales-focused content and promotional language make the promotions category correct."
forum_2015,Moderation notice: Community Guidelines update,User: CodeMaster report. forum.com/thread/123.,Moderation notice: Community Guidelines update User: CodeMaster report. forum.com/thread/123.,social_media,2,false,"This is not a social media notification; it’s a moderation notice tied to a specific discussion thread on example.com, which is characteristic of a forum platform. The correct classification is forum."
forum_1412,[Moderator] Your thread was processed,"Thread: ""Discussion 104"" started by PixelArtist. Settings: support.site/ticket/456.","[Moderator] Your thread was processed Thread: ""Discussion 104"" started by PixelArtist. Settings: support.site/ticket/456.",social_media,2,false,"This email is a forum notification about a thread being processed by a moderator, with a thread title and forum-style link, not a social media update. The correct classification is forum."
social_media_402,Your post got 8 new reactions,"""Great insight!"" View: social.com/events/event456 Reply or disable: social.com/settings.","Your post got 8 new reactions ""Great insight!"" View: social.com/events/event456 Reply or disable: social.com/settings.",social_media,2,true,"This email is a social notification about engagement on the user’s post, reporting new reactions and offering a link to view them. That matches the social_media category because it relates to activity and interactions on a social platform."
updates_654,Data usage alert: 95% of monthly quota,Our service will be unavailable during this window. Updates include security patches and performance improvements.,Data usage alert: 95% of monthly quota Our service will be unavailable during this window. Updates include security patches and performance improvements.,promotions,1,false,This email is not a promotion because it does not advertise or sell anything; it provides a service-related notice about availability and mentions security patches and performance improvements. The correct classification is updates.
updates_189,Extended Warranty Activated,Coverage for Product XZ-1000 extended to December 2027. Terms: support.site.com/warranty/WAR-5566. Includes accidental damage protection with $50 deductible.,Extended Warranty Activated Coverage for Product XZ-1000 extended to December 2027. Terms: support.site.com/warranty/WAR-5566. Includes accidental damage protection with $50 deductible.,updates,4,true,"This email confirms a change to an existing product warranty and provides updated coverage details and terms. It is an informational status update, not a new purchase, billing notice, or promotional message."
social_media_1113,John Smith mentioned you in a comment,"""You were at Grand Canyon with Alex"" - view album: social.com/albums/vacation2018.","John Smith mentioned you in a comment ""You were at Grand Canyon with Alex"" - view album: social.com/albums/vacation2018.",social_media,2,true,"This email is a social notification because it tells the recipient they were mentioned in a comment and links to a shared album. It reflects interaction on a social/photo-sharing platform rather than a transactional, promotional, or personal direct email."
promotions_2143,FLASH SALE: 80% off tools,Your favorite items are back. Don't wait: example.com/7659 Use code BIRTHDAY for 40% off.,FLASH SALE: 80% off tools Your favorite items are back. Don't wait: example.com/7659 Use code BIRTHDAY for 40% off.,promotions,1,true,"This email is clearly promotional because it advertises a flash sale, discount code, and encourages the recipient to shop discounted items. The content is marketing-focused rather than transactional, personal, or informational."
promotions_65,Professional Voice Actor Coaching,Animation/videogame techniques. First session free: vocalmastery.pro Demo reel critique.,Professional Voice Actor Coaching Animation/videogame techniques. First session free: vocalmastery.pro Demo reel critique.,spam,3,false,This email is not spam because it advertises a legitimate commercial service—voice actor coaching with a free first session and demo reel critique—rather than using deceptive or malicious tactics. The correct classification is promotions.
spam_1878,Your Netflix subscription suspended,Invoice INV-7892 for $1000 ready. View: phishing-site.com Dispute within 24hrshrs.,Your Netflix subscription suspended Invoice INV-7892 for $1000 ready. View: phishing-site.com Dispute within 24hrshrs.,spam,3,true,"This email is spam because it uses urgent billing language and a suspicious invoice claim to pressure the recipient into clicking a generic link. The vague sender context, unusually high charge, and awkward wording are common phishing/spam indicators."
updates_449,"Appointment reminder: Eye Exam, Dec 20 3-5AM GMT",Confirm/cancel: company.com/updates Address (same building).,"Appointment reminder: Eye Exam, Dec 20 3-5AM GMT Confirm/cancel: company.com/updates Address (same building).",updates,4,true,The proposed category 'updates' is correct because the email content matches the expected patterns of a updates message.
verify_code_1188,Access code: 417380,"Use 603613 as your verification code. Device: Safari on macOS. Location: Chicago, IL.","Access code: 417380 Use 603613 as your verification code. Device: Safari on macOS. Location: Chicago, IL.",promotions,1,false,This email is not promotional; it provides a one-time verification code for account access and includes device/location details for a login attempt. The correct classification is verify_code.
promotions_1249,Clearance madness: Up to 50% off clothing,"As our loyal customer, get exclusive $30 off $150+: example.com/7461 Offer code: VIP25.","Clearance madness: Up to 50% off clothing As our loyal customer, get exclusive $30 off $150+: example.com/7461 Offer code: VIP25.",verify_code,5,false,"This email is a marketing promotion offering discounts and a coupon code for clothing purchases, not a message asking the user to verify a code. The correct classification is promotions."
social_media_2205,Nearby: Tech Conference today 5PM,"""So inspiring!"" View: social.com/notifications Reply or disable: social.com/settings.","Nearby: Tech Conference today 5PM ""So inspiring!"" View: social.com/notifications Reply or disable: social.com/settings.",updates,4,false,"This email is a social media notification because it highlights a post (“So inspiring!”) and includes options to view, reply, or disable notifications, which are typical social platform interactions. The correct classification is social_media, not updates."
updates_127,Support Ticket Closed: #ST-7723,"""Email sync issue"" resolved. Reopen: supportportal.com/tickets/ST7723.","Support Ticket Closed: #ST-7723 ""Email sync issue"" resolved. Reopen: supportportal.com/tickets/ST7723.",updates,4,true,This email is a status notification that an existing support ticket has been resolved and closed. It provides an update on a prior issue rather than requesting action or starting a new conversation.
verify_code_711,Verification required: 467569,Use this code: 299932 to complete sign-in. Expires in 10 minutes.,Verification required: 467569 Use this code: 299932 to complete sign-in. Expires in 10 minutes.,promotions,1,false,This email is not promotional; it contains a one-time sign-in verification code and an expiration window. The correct classification is verify_code.
updates_834,Account summary: August statement ready,Our service will be unavailable during this window. Updates include bug fixes and new features.,Account summary: August statement ready Our service will be unavailable during this window. Updates include bug fixes and new features.,spam,3,false,"This is not spam because it provides legitimate service information, including an account statement notice and details about service availability, bug fixes, and new features. The correct classification is updates."
updates_1634,Policy update: Privacy Policy changes,We've updated our Terms of Service. Review changes: company.com/updates Effective Oct 5.,Policy update: Privacy Policy changes We've updated our Terms of Service. Review changes: company.com/updates Effective Oct 5.,spam,3,false,"This is not spam because it’s a legitimate informational notice about changes to the company’s Terms of Service and Privacy Policy. The correct classification is updates, since it announces policy changes and their effective date."
social_media_465,John Smith liked your story,"Group update: ""Tech Enthusiasts"" posted story. Trending in ""Remote Workers"": weekend plans.","John Smith liked your story Group update: ""Tech Enthusiasts"" posted story. Trending in ""Remote Workers"": weekend plans.",spam,3,false,This is not spam because it’s a legitimate notification about social activity—someone liked your story and there are group/trending updates. The correct classification is social_media.
spam_723,Free iPhone 15 Pro with survey!,Your package couldn't be delivered. Tracking# EF-789. Update now: phishing-site.com Do not ignore!,Free iPhone 15 Pro with survey! Your package couldn't be delivered. Tracking# EF-789. Update now: phishing-site.com Do not ignore!,spam,3,true,"This email is spam because it uses deceptive, urgent language about a failed delivery and a fake reward offer to trick the recipient into clicking a link. The mismatched claims and suspicious URL are common phishing/spam indicators."
forum_479,[ANSWERED] Your query in General Discussion,Revised rules effective immediately. Key changes: citation requirements for news posts. Review: wiki.site/page/789.,[ANSWERED] Your query in General Discussion Revised rules effective immediately. Key changes: citation requirements for news posts. Review: wiki.site/page/789.,verify_code,5,false,"This email is a forum/community update about a query in “General Discussion” and revised posting rules, not a message for verifying a code. The correct classification is forum."
spam_2025,Suspicious activity on Netflix account,Invoice INV-6789 for $500 ready. View: bit.ly/fakeprize Dispute within 2hrshrs.,Suspicious activity on Netflix account Invoice INV-6789 for $500 ready. View: bit.ly/fakeprize Dispute within 2hrshrs.,spam,3,true,"This email is spam because it uses a fake invoice and urgent language to pressure the recipient into clicking a suspicious shortened link. The vague sender context, unusually high charge, and “dispute within 2hrs” tactic are common phishing/spam indicators."
updates_698,Auto-payment failed for subscription,"ABC Airlines Main pool closed Aug 20-22 for maintenance, Oct 5, 2-4AM PST. {assignment} confirmed. Manage booking: banking.com/statements.","Auto-payment failed for subscription ABC Airlines Main pool closed Aug 20-22 for maintenance, Oct 5, 2-4AM PST. {assignment} confirmed. Manage booking: banking.com/statements.",updates,4,true,"This email provides informational updates about a pool maintenance closure and confirms an assignment, with a link to manage the booking. It does not request a direct reply or action beyond optional account management, so ""updates"" is the correct category."
spam_131,Microsoft Security Alert,Suspicious activity detected. Verify account: microsoft-security-verify.online Case#: MS-5521.,Microsoft Security Alert Suspicious activity detected. Verify account: microsoft-security-verify.online Case#: MS-5521.,spam,3,true,This email is spam because it uses a fake Microsoft security alert and a suspicious non-Microsoft domain to pressure the recipient into clicking a verification link. The urgent warning and generic case number are common phishing tactics.
spam_1959,Amazon: Password expiration,Invoice INV-7892 for $2500 ready. View: bit.ly/fakeprize Dispute within 6hrshrs.,Amazon: Password expiration Invoice INV-7892 for $2500 ready. View: bit.ly/fakeprize Dispute within 6hrshrs.,verify_code,5,false,"This is not a verify_code message because it does not provide a one-time code or ask the user to confirm a login; instead, it uses an invoice lure, urgency, and a suspicious shortened link. The correct classification is spam."
social_media_1939,Nearby: Webinar today 6PM,View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,Nearby: Webinar today 6PM View profile: platform.com/users/sarah Accept/reject: social.com/friends/pending.,social_media,2,true,"This email is a social networking notification, highlighting a nearby webinar and prompting the user to view a profile or manage a friend request. Those profile and accept/reject links are typical social media platform activity, so the social_media category is correct."
promotions_2047,Last chance: Warehouse clearance,Discover {items}. Shop new styles: example.com/8292 Code WELCOME20 for extra 70% off.,Last chance: Warehouse clearance Discover {items}. Shop new styles: example.com/8292 Code WELCOME20 for extra 70% off.,updates,4,false,"This email is promotional because it advertises products, includes a shopping link, and offers a discount code for 70% off to drive purchases. The correct classification is promotions, not updates."
